MARKET PLACE,Customer Site ID,Customer Name,Product Code,Product Serial Number,Equipment Rental Payment/Month
NORTHERN NEW ENGLAND,658119,MEDIA ONE,A4,NJE15672,338
WESTERN CANADA,658140,EPCOR INC MARKETING DEPARTMENT,D3,MPH08235,0
WESTERN CANADA,658141,EPCOR INC ENVIRONMENT,D4,MPL19970,0
INDIANA KENTUCKY,658165,OLDHAM COUNTY PARKS & RECREATION,D3,NQJ59079,166
INDIANA KENTUCKY,658189,PARADIGM HEALTH CARE SOLUTIONS,BLANK,37009696,97
INDIANA KENTUCKY,658193,DODGE MAYFLOWER,F1,UKJ15562,142
NORTHERN NEW ENGLAND,658202,HEALTH POINT,D4,NNT08493,414
INDIANA KENTUCKY,658204,PRICHARD COMMITTEE FOR ACEDEMIC EXCELLENCE,A1,NUN06450,124
INDIANA KENTUCKY,658213,BLUEGREEN CORP,F1,UFW50952,51
DESERT SOUTHWEST,658407,JAGUAR FAST FREIGHT,A1,A7419831365,82
INDIANA KENTUCKY,658409,BROADWAY ELEMENTARY SCHOOL,D4,MPL02815,234
SOUTHERN NEW ENGLAND,658465,BELLINGHAM POLICE DEPT,A1,NVF48408,94
SOUTHERN NEW ENGLAND,658491,TANTASQUA REG SCHOOL DIST HIGH SCHOOL,A4,NHW12847,"1,070"
SOUTHERN NEW ENGLAND,658491,TANTASQUA REG SCHOOL DIST HIGH SCHOOL,A4,NHW12853,"1,070"
NORTH CENTRAL CALIFORNIA,658541,G TECH,A4,NDK53572,380
WESTERN CANADA,658550,GOA SUSTAINABLE RES DEV ENVIRONMENTAL TRNG CENTRE,C2,NNC01076,0
WESTERN CANADA,658550,GOA SUSTAINABLE RES DEV ENVIRONMENTAL TRNG CENTRE,D4,NNT03393,0
DESERT SOUTHWEST,658550,ROUGH ROCK SCHL BOARD RRDS BOX 217 /14MI W,D1,AP90080005,357
SOUTHERN NEW ENGLAND,658602,COOLEY GROUP,A2,NRD03682,231
SOUTHERN NEW ENGLAND,658636,OMO INC,D6,MPT02276,"1,186"
SOUTHERN NEW ENGLAND,658656,HEATHERWOOD NURSING & REHAB H M S,A4,NDK15682,280
UPSTATE NY,658791,UNIVERSITY OF ROCHESTER ELECTRICAL ENGINEERING,D4,NNT25641,504
INDIANA KENTUCKY,658816,YKK SNAP FASTENERS AMERICA INC,D4,MNB06057,780
WESTERN CANADA,658870,NOI DISTRIBUITION,F1,UYS09776,0
UPSTATE NY,658879,DINARDO LAW FRIM SUITE 195,F1,ULR17528,52
UPSTATE NY,658879,DINARDO LAW FRIM SUITE 195,F1,UFL06515,141
NORTH CENTRAL CALIFORNIA,658884,FAMILIES FIRST,A4,NJE07975,501
NORTH CENTRAL CALIFORNIA,658884,FAMILIES FIRST,F1,UYG35359,64
NORTH CENTRAL CALIFORNIA,658884,FAMILIES FIRST,F1,UYP12861,109
DESERT SOUTHWEST,658981,CASINO TRAVEL & TOURS INSIDE MANADALAY CAS,D1,H9228800028,93
INDIANA KENTUCKY,659009,JONES PLASTICS WILLIAMSBURG PLAST,A1,NVF04173,40
INDIANA KENTUCKY,659009,JONES PLASTICS WILLIAMSBURG PLAST,D2,NPR03310,229
INDIANA KENTUCKY,659029,INVESTORS HERITAGE LIFE INSURANCE,F1,UYS70109,112
DESERT SOUTHWEST,659082,HOOTERS WESTSIDE,A1,NUN10278,70
UPSTATE NY,659084,MUTUAL OF NEW YORK MONY 2-MAIL DROP 4-57,C2,NJD00873,491
NORTHERN NEW ENGLAND,659143,SUNAPEE CENTRAL ELEM SCH,A4,NDK67653,179
SOUTHERN CALIFORNIA,659272,TRANSWESTERN PUBLISHING ACCOUNTS PAYABLE,F1,UYP72614,86
SOUTHERN CALIFORNIA,659272,TRANSWESTERN PUBLISHING ACCOUNTS PAYABLE,F1,UYR59421,95
SOUTHERN CALIFORNIA,659272,TRANSWESTERN PUBLISHING ACCOUNTS PAYABLE,F1,UYP72616,86
INDIANA KENTUCKY,659288,GREENS LINCOLN MERCURY,A1,NVF30455,40
NORTH CENTRAL CALIFORNIA,659380,ARCADE BAPTIST CHURCH,D2,J0121700795,198
SOUTHERN CALIFORNIA,659387,SAN DIEGO AMERICAN INDIAN HEALTH,D2,MPG21093,150
SOUTHERN CALIFORNIA,659387,SAN DIEGO AMERICAN INDIAN HEALTH,D2,MPJ06728,173
SOUTHERN CALIFORNIA,659387,SAN DIEGO AMERICAN INDIAN HEALTH,D1,H9028601021,57
SOUTHERN CALIFORNIA,659421,SOUTH BAY COMMUNITY SERVICES STE D,F1,M9008600244,58
NORTH CENTRAL CALIFORNIA,659470,SACRAMENTO CITY OF,D4,MNB02975,287
WESTERN CANADA,659482,ANADARKO CANADA CORP,A2,VMI05934,0
WESTERN CANADA,659524,RISLEY MANUFACTURING LTD MANUFACTURE SHOP,A2,NFZ01979,0
WESTERN CANADA,659524,RISLEY MANUFACTURING LTD MANUFACTURE SHOP,F1,UFW03198,0
WESTERN CANADA,659524,RISLEY MANUFACTURING LTD MANUFACTURE SHOP,D4,NNT05898,0
INDIANA KENTUCKY,659552,ONE WORLD LOGISTICS,D1,H6726304026,135
MICHIGAN,659576,TRIM MASTERS INC NORTHEAST PLZ,C2,NJK17767,407
INDIANA KENTUCKY,659625,CWK DEPT OF CORRECTIONS PROBATION & PAROLE,D3,NQJ52455,125
NORTH CENTRAL CALIFORNIA,659675,WELLMAN COMPANY,D3,NQG06525,199
INDIANA KENTUCKY,659696,LEITCHFIELD EXTERMINATING,D2,H2591201047,225
NORTHERN NEW ENGLAND,659700,MAINE CENTRAL INSTITUTE,F1,UKJ15047,41
WESTERN CANADA,659764,GOOD SHEPPARD SCHOOL,D2,MPG23244,0
SOUTHERN CALIFORNIA,659789,LOEWS CORONADO BAY RESORT,F1,UYG38143,0
SOUTHERN CALIFORNIA,659789,LOEWS CORONADO BAY RESORT,F1,UYG38149,0
SOUTHERN CALIFORNIA,659789,LOEWS CORONADO BAY RESORT,F1,UFW30681,0
SOUTHERN CALIFORNIA,659789,LOEWS CORONADO BAY RESORT,F1,UXM11090,0
INDIANA KENTUCKY,659853,LOUISVILLE BEDDING,A2,NKU00066,74
SOUTHERN CALIFORNIA,659877,GMAC MORTGAGE CORP STE 200,F1,UYR55467,135
SOUTHERN CALIFORNIA,659889,JMAR TECHNOLOGIES INC,A4,NDK55564,344
INDIANA KENTUCKY,659898,KELLER CRESCENT CO,C1,P6011100529,219
SOUTHERN CALIFORNIA,659921,EJ PHELPS CO,F1,UYP55731,89
INDIANA KENTUCKY,659927,SHOE CARNIVAL #3 EASTLAND PLACE,D1,H6716603551,92
SOUTHERN CALIFORNIA,659995,SONY SERVICE CTR,F1,UYP52918,81
SOUTHERN CALIFORNIA,660200,ANTONE F SALEL MD A MEDICAL CORP,D3,NNY01928,444
SOUTHERN CALIFORNIA,660224,SONY CORP,D4,NNT17128,"1,146"
SOUTHERN CALIFORNIA,660224,SONY CORP,D4,NNT17129,"1,146"
SOUTHERN CALIFORNIA,660224,SONY CORP,D4,NNT14004,0
SOUTHERN CALIFORNIA,660224,SONY CORP,D4,NNT14245,0
NORTH CENTRAL CALIFORNIA,660323,NORTH AMERICAN MORTGAGE,F1,3009600132,68
INDIANA KENTUCKY,660353,OLD NATIONAL BANK COLLECTIONS DEPT,D2,A7427080201,248
NORTHERN NEW ENGLAND,660410,DRAGON PRODUCTS,A4,NJE38309,0
NORTHERN NEW ENGLAND,660465,WATERVILLE OBGYN P A,D1,NFZ04746,115
WESTERN CANADA,660541,"DONALD, GRASSI & ANDERSON GUILDFORD GOLFCOURSE",D1,NLU02632,0
NORTH CENTRAL CALIFORNIA,660555,NEVADA CITY,D3,A7699851457,263
SOUTHERN CALIFORNIA,660590,FERRIS & BRITTON,D2,H2500700818,453
NORTHERN NEW ENGLAND,660614,MOUNT VERNON SCHOOL SCHOOL UNION 42,A4,NJF15669,0
OHIO VALLEY,660648,CINERGY EAST OVERHEAD,A1,NDF13029,17
SOUTHERN CALIFORNIA,660683,PLUS PHARMA INC,F1,UYP12537,119
NORTHERN NEW ENGLAND,660738,SKELTON TAINTOR & ABBOTT PO BOX 3200,F1,UYS75594,67
SOUTHERN CALIFORNIA,660779,DOLLAR MORTGAGE,F1,A1400300247,149
SOUTHERN CALIFORNIA,660779,DOLLAR MORTGAGE,F1,A1400300248,149
SOUTHERN CALIFORNIA,660779,DOLLAR MORTGAGE,F1,80105002,78
SOUTHERN CALIFORNIA,660779,DOLLAR MORTGAGE,F1,80104632,78
SOUTHERN CALIFORNIA,660779,DOLLAR MORTGAGE,F1,80104822,78
SOUTHERN CALIFORNIA,660779,DOLLAR MORTGAGE,F1,80104992,78
SOUTHERN CALIFORNIA,660779,DOLLAR MORTGAGE,F1,80101792,78
SOUTHERN CALIFORNIA,660779,DOLLAR MORTGAGE,F1,80104982,78
NORTHERN NEW ENGLAND,660839,WMTW TV,D3,NQJ17212,171
NORTHERN NEW ENGLAND,660839,WMTW TV,D3,NQG14468,128
NORTHERN NEW ENGLAND,660839,WMTW TV,F1,UYS38817,117
NORTHERN NEW ENGLAND,660839,WMTW TV,F1,UYS33368,117
OHIO VALLEY,660843,CHILDRENS HOSP,D1,NJP14031,0
SOUTHERN CALIFORNIA,660880,CRATEX BRIGHTBOY STE 200,D2,MPG23454,300
NORTHERN NEW ENGLAND,660937,MAINE YANKEE,D4,NNT23269,764
NORTHERN NEW ENGLAND,660937,MAINE YANKEE,D4,NSM02243,764
SOUTHERN CALIFORNIA,660955,CAL PACIFIC MORTGAGE,A5,A7108490145,471
SOUTHERN CALIFORNIA,660955,CAL PACIFIC MORTGAGE,A5,A7107500159,498
OHIO VALLEY,661025,EDGEWOOD ELECTRIC,A1,37054051,97
SOUTHERN CALIFORNIA,661098,PROPERTY GALLERY,D1,H1700100337,139
OHIO VALLEY,661128,AK STEEL CORP,D4,A7909520211,221
OHIO VALLEY,661128,AK STEEL CORP,F1,A2829200362,0
OHIO VALLEY,661128,AK STEEL CORP,F1,A2829200222,0
SOUTHERN CALIFORNIA,661135,NISTEM CORP,F1,M2600928807,107
NORTH CENTRAL CALIFORNIA,661149,ADESA AUCTIONS CORP,F1,UYP63208,81
NORTH CENTRAL CALIFORNIA,661183,CALIFORNIA BUSINESS ROUND TABLE,F1,UYR07273,135
WESTERN CANADA,661210,NORTHLANDS PARK ACME SHOP - SIGN SHOP,A2,35EE08801,0
NORTHERN NEW ENGLAND,661276,MAINE PEDIATRIC SPECIALTY GRP,D1,NPR32650,224
NORTHERN NEW ENGLAND,661276,MAINE PEDIATRIC SPECIALTY GRP,D3,NNY11295,222
OHIO VALLEY,661295,JOHN MORRELL,A1,A3614112575,0
NORTH CENTRAL CALIFORNIA,661307,MCDONALDS CORP HR MANAGER FAX,F1,UYG42768,87
NORTH CENTRAL CALIFORNIA,661307,MCDONALDS CORP HR MANAGER FAX,F1,UYS18648,99
NORTH CENTRAL CALIFORNIA,661307,MCDONALDS CORP HR MANAGER FAX,F1,UYR07171,140
SOUTHERN CALIFORNIA,661331,HARLINGWOOD & CO LLC,D3,MPH12520,587
OHIO VALLEY,661366,TECHSOLVE,C2,NND02552,414
OHIO VALLEY,661370,ALLIANCE PRIMARY CARE,D1,H6626303482,256
OHIO VALLEY,661403,WBK MARKETING & DESIGN STE 100,D4,NSN00206,744
NORTH CENTRAL CALIFORNIA,661453,WESTAR COMMUNICATIONS,D1,A7228020484,173
OHIO VALLEY,661488,SN PHELPHS REALTY 4TH & VINE TOWER,A2,NGM17686,155
NORTHERN NEW ENGLAND,661502,BOWDOIN COLLEGE CONTROLER OFFICE,F1,UYP62533,282
NORTHERN NEW ENGLAND,661513,DOWNEAST ENERGY & SUPPLY,F1,UYR03456,106
WESTERN CANADA,661646,EPCOR INC INFORMATION SERVICES,D3,MPH20402,0
WESTERN CANADA,661664,EPCOR UTILITIES INC COLLECTIONS,D3,MPH20428,0
NORTH CENTRAL CALIFORNIA,661707,SACRAMENTO COUNTY,D4,NLE21243,551
NORTH CENTRAL CALIFORNIA,661748,SACRAMENTO CITY OF,D4,MNB01941,0
NORTHERN NEW ENGLAND,661793,MAINE MALL MOTORS,A1,NVF15011,30
NORTHERN NEW ENGLAND,661793,MAINE MALL MOTORS,A1,NVF15007,30
NORTHERN NEW ENGLAND,661793,MAINE MALL MOTORS,A1,NVF08080,30
NORTHERN NEW ENGLAND,661793,MAINE MALL MOTORS,D1,NPR01242,220
NORTHERN NEW ENGLAND,661793,MAINE MALL MOTORS,D3,NQK00402,383
NORTHERN NEW ENGLAND,661793,MAINE MALL MOTORS,D3,NNU01077,315
NORTHERN NEW ENGLAND,661795,MAINE MEDICAL CTR HR DEPT,A1,NVH02945,25
NORTHERN NEW ENGLAND,661795,MAINE MEDICAL CTR HR DEPT,A1,NVF18444,32
NORTHERN NEW ENGLAND,661795,MAINE MEDICAL CTR HR DEPT,D2,MPG05542,348
NORTHERN NEW ENGLAND,661795,MAINE MEDICAL CTR HR DEPT,D3,NQJ36516,216
NORTHERN NEW ENGLAND,661795,MAINE MEDICAL CTR HR DEPT,D3,NQJ09615,222
NORTHERN NEW ENGLAND,661795,MAINE MEDICAL CTR HR DEPT,D3,NQJ40810,212
NORTHERN NEW ENGLAND,661795,MAINE MEDICAL CTR HR DEPT,D3,NQJ51498,280
SOUTHERN CALIFORNIA,661797,HOMEYS YOUTH FOUNDATION/ HIPPY,D2,NPR10456,177
WESTERN CANADA,661806,DAYTON & KNIGHT LTD,D4,NSN03987,0
OHIO VALLEY,661826,JOSEPH SHEA ATTORNEY,D3,MPH26222,341
SOUTHERN CALIFORNIA,661838,SYBRA INC,D4,H5306401131,715
SOUTHERN CALIFORNIA,661838,SYBRA INC,D4,H5306401277,715
WESTERN CANADA,662033,EPCOR INC,D2,MPJ07888,0
OHIO VALLEY,662064,OUR LADY OF THE ROSARY SCHOOL,D4,A7909460522,305
NORTHERN NEW ENGLAND,662134,GREATER PORT PEDIATRICS ASSOC,A1,NVF18434,32
WESTERN CANADA,662214,VANCOUVER INTL AIRPORT AU TRAILER C ENG DEPT,F1,UYS28934,0
NORTHERN NEW ENGLAND,662227,BOWDOIN COLLEGE OFFICE OF COMMUNICATIONS,F1,UYP60482,85
WESTERN CANADA,662232,VANCOUVER INTL AIRPORT AU AFC,F1,UYS52089,410
NORTHERN NEW ENGLAND,662329,YORK SCHOOLS SUPERINTENDANTS OFC,A4,NJE38310,0
NORTH CENTRAL CALIFORNIA,662583,FOLSOM LAKE FORD FLEET SALES TOWER,A1,A7417841587,53
NORTH CENTRAL CALIFORNIA,662583,FOLSOM LAKE FORD FLEET SALES TOWER,A2,A3726840454,137
NORTH CENTRAL CALIFORNIA,662583,FOLSOM LAKE FORD FLEET SALES TOWER,A3,A3697020026,192
SOUTHERN CALIFORNIA,662677,SAY SAN DIEGO INC,A1,A7419871927,125
SOUTHERN CALIFORNIA,662755,STEPHEN M KRANT M D,D3,MPH02693,0
NORTHERN NEW ENGLAND,662825,SOUTH PORTLAND VFW,D1,NPC02236,174
OHIO VALLEY,662878,ST JOHN NEUMANN CHURCH,A1,A7419860952,31
NORTH CENTRAL CALIFORNIA,662931,CINGULAR WIRELESS,A3,NGL20322,0
OHIO VALLEY,662962,RUBBER WALL INC,A1,NVF47805,0
UPSTATE NY,663068,AVERILL PARK CENTRAL MILLER HILL ELEM SCH,D3,NNY00431,69
UPSTATE NY,663087,GABRIELS AND WALLINGFORD SUITE 201,D1,NJP04739,77
EASTERN CANADA,663228,THE CO OPERATORS,F1,UFW46573,0
SOUTHERN NEW ENGLAND,663390,BLUE HILLS HOSPITAL WINDOW ROOM,A1,NVH13625,0
SOUTHERN NEW ENGLAND,663427,EASTERN REHAB NETWORK,F1,ULR85182,126
SOUTHERN CALIFORNIA,663485,GAMMA METRICS,A1,76609434,0
NEW JERSEY,663644,HANOVER INSURANCE,F1,UYS67821,51
NEW JERSEY,663644,HANOVER INSURANCE,F1,ZKM11600,29
NEW JERSEY,663644,HANOVER INSURANCE,F1,UYP63731,65
WESTERN CANADA,663869,COLLEGE OF THE ROCKIES BOX 1978,A4,NJE35070,175
UPSTATE NY,663945,BYRNE DAIRY,D1,NJP04741,87
NORTH CENTRAL CALIFORNIA,664206,FAMILIES FIRST,A4,NJE07788,455
WESTERN CANADA,664262,COLLEGE OF THE ROCKIES,A4,NJE35067,175
NORTH CENTRAL CALIFORNIA,664277,SACRAMENTO CITY OF CITY CORP CENTER,D3,MPH19619,"3,167"
WESTERN CANADA,664285,CKOR,D3,NNY04293,0
NORTH CENTRAL CALIFORNIA,664294,SIMAS FLOORS,F1,ULR61325,0
NORTHERN NEW ENGLAND,664296,ST MARYS,D3,MPH51569,329
OHIO VALLEY,664314,AMKO PLASTICS INC,A1,NUP11681,64
NORTHERN NEW ENGLAND,664331,ST MARYS REGIONAL MEDICAL CTR,A1,NVH13813,48
SOUTHERN CALIFORNIA,664364,LAW OFFICES OF JOHN PRESTON,D1,A7227080558,66
SOUTHERN CALIFORNIA,664364,LAW OFFICES OF JOHN PRESTON,D4,A7709860432,445
NORTHERN NEW ENGLAND,664383,MANCHESTER ELEMENTARY SCHOOL,A4,NJF15832,0
OHIO VALLEY,664462,XAVIER UNIVERSITY AUXILIARY SERVICES,A2,36201574,94
SOUTHERN CALIFORNIA,664549,JACK IN THE BOX INC DOCUMENT SVCS,F1,UYS29594,79
SOUTHERN CALIFORNIA,664549,JACK IN THE BOX INC DOCUMENT SVCS,F1,UEF31616,38
SOUTHERN CALIFORNIA,664549,JACK IN THE BOX INC DOCUMENT SVCS,F1,UEW10635,49
SOUTHERN CALIFORNIA,664549,JACK IN THE BOX INC DOCUMENT SVCS,F1,UEW10637,49
SOUTHERN CALIFORNIA,664549,JACK IN THE BOX INC DOCUMENT SVCS,F1,UEW09003,49
SOUTHERN CALIFORNIA,664549,JACK IN THE BOX INC DOCUMENT SVCS,D1,H4301200254,85
OHIO VALLEY,664571,NORCEN BEHAVIORIAL HEALTH SYSTEMS INC,D4,A7608060105,119
OHIO VALLEY,664571,NORCEN BEHAVIORIAL HEALTH SYSTEMS INC,A2,3620526Y,71
OHIO VALLEY,664617,ATC ASSOCIATES INC,D4,NSM02625,575
NORTHERN NEW ENGLAND,664663,MSAD 057 WATERBORO SUPERINTENDENT OF SCHOOL,D4,NSN04818,521
NORTHERN NEW ENGLAND,664740,SYSCO FOODS OF NNE P O BOX 4657,A4,NJF20355,0
NORTH CENTRAL CALIFORNIA,664806,NATIONAL SEMICONDUCTOR,D3,NQJ44931,328
WESTERN CANADA,664855,NORTHSIDE INDUSTRIES,F1,UYS56496,0
NORTHERN NEW ENGLAND,664876,GREATER PORT MEDICAL GP,A1,NVH22919,56
WESTERN CANADA,664893,GRAND OKANAGAN RESORT,A4,NDK19554,0
SOUTHERN CALIFORNIA,664902,THE BISHOP'S SCHOOL,D2,NPR18946,128
WESTERN CANADA,664916,COLLEGE OF THE ROCKIES RR4 #2,A4,NJE35134,175
SOUTHERN CALIFORNIA,664941,ALFRED C PLATT HOUSE LAW OFFICES,A2,NRD06430,136
SOUTHERN CALIFORNIA,664941,ALFRED C PLATT HOUSE LAW OFFICES,F1,8830800771,0
WESTERN CANADA,665207,CE FRANKLIN LTD,F1,UBY88331,0
NORTH CENTRAL CALIFORNIA,665347,1201 FINANCIAL & INSURANC SVCS,F1,UYP11847,99
SOUTHERN NEW ENGLAND,665479,EASTERN REHAB NETWORK,A1,NVF05601,84
OHIO VALLEY,665500,PROFESSIONAL MED TEST SERVICE INC,D3,NNX02240,316
SOUTHERN CALIFORNIA,665571,HYDRANAUTICS ACCTS PAYABLE DEPT,D3,A7690811336,300
SOUTHERN CALIFORNIA,665571,HYDRANAUTICS ACCTS PAYABLE DEPT,D3,H5206200459,284
SOUTHERN CALIFORNIA,665571,HYDRANAUTICS ACCTS PAYABLE DEPT,D4,A7900420155,590
SOUTHERN CALIFORNIA,665571,HYDRANAUTICS ACCTS PAYABLE DEPT,D4,A7709920745,331
SOUTHERN CALIFORNIA,665571,HYDRANAUTICS ACCTS PAYABLE DEPT,D4,A7709920820,331
SOUTHERN CALIFORNIA,665571,HYDRANAUTICS ACCTS PAYABLE DEPT,D4,A7709920811,331
WESTERN CANADA,665630,MARY MONTGOMERY SCHOOL BOX 700,A4,NJE07429,0
SOUTHERN CALIFORNIA,665663,SAN DIEGO STATE UNIV BIOLOGY DEPARTMENT,D4,NNT03874,460
SOUTHERN NEW ENGLAND,665677,VILLAGE AT EAST FARMS,A2,NKU10517,131
SOUTHERN NEW ENGLAND,665677,VILLAGE AT EAST FARMS,D3,NNY11172,78
OHIO VALLEY,665678,BISHOP BROSSART HIGH SCHOOL,A7,88455346,179
UPSTATE NY,665725,NETWORK DATA SYSTEMS,D1,NJP08536,120
NORTHERN NEW ENGLAND,666036,MAINE MEDICAL CENTER PEER GROUP,D3,NQG19867,374
SOUTHERN NEW ENGLAND,666078,TED'S MARKET,C1,NJM03727,0
OHIO VALLEY,666085,OUR LADY OF THE ROSARY CHURCH,D2,A7429050622,134
OHIO VALLEY,666085,OUR LADY OF THE ROSARY CHURCH,M1,C3639060016,87
NORTH CENTRAL CALIFORNIA,666110,DELTA DOOR CO PREMDOOR,D3,A7208120363,204
OHIO VALLEY,666161,FRAGGE ALLERGY & ASTHMA CLINICS PSC,F1,ZKM07609,43
WESTERN CANADA,666309,NORAMPAC INC,C2,NNC01374,"1,570"
EASTERN CANADA,666356,THE CO OPERATORS,C2,NJC05374,0
NORTH CENTRAL CALIFORNIA,666433,UNITED CEREBRAL PALSY ASSOCIATION,A1,NUP10641,71
NORTHERN NEW ENGLAND,666440,TUFTS HEALTH PLAN,D4,NNT28757,722
NORTHERN NEW ENGLAND,666440,TUFTS HEALTH PLAN,D4,NNT28738,722
NORTHERN NEW ENGLAND,666440,TUFTS HEALTH PLAN,D4,NNT28568,722
OHIO VALLEY,666494,INDUSTRIAL VIBRATION CONSULTANTS,C1,P6020600608,647
WESTERN CANADA,666522,PIIKANI NATION SEC SCHOOL 1250 13 AVE S,D4,NNT07048,0
OHIO VALLEY,666526,RA JONES INC,M1,99B15889,222
OHIO VALLEY,666526,RA JONES INC,F1,UZS09589,0
OHIO VALLEY,666526,RA JONES INC,M1,13275,325
OHIO VALLEY,666541,POWERS & ASSOCIATES,D3,NQJ16604,567
SOUTHERN CALIFORNIA,666629,REEF BRAZIL,F1,UFL09831,24
NORTH CENTRAL CALIFORNIA,666674,CHEROKEE FREIGHT LINES,D1,H1700401532,54
WESTERN CANADA,666689,RAYDAN TRANSPORT BOX 2018,F1,UFW48223,0
OHIO VALLEY,666703,CRANE PRO SERVICES,D3,A7699910302,431
NORTHERN NEW ENGLAND,666712,TELEPHONE WORKERS CREDIT UNION REDSTONE MALL REAR,D1,NJP10516,251
OHIO VALLEY,666764,KIDS ARE FUN CHILD CARE,D1,A7228070929,125
OHIO VALLEY,666775,JAMES WHITAKER ATTORNEY,F1,ULR79262,50
OHIO VALLEY,666811,MILLER & SON INC,D2,H2411703075,254
NORTH CENTRAL CALIFORNIA,666846,CENTRAL CA KENWORTH,D3,A7699821253,297
NORTH CENTRAL CALIFORNIA,666865,MARK TWAIN HOSPITAL ADMITTING,A1,NVH04013,97
OHIO VALLEY,666901,LIPSON ALPORT GLASS & ASSOCIATES,D4,MPL27118,912
OHIO VALLEY,666901,LIPSON ALPORT GLASS & ASSOCIATES,D4,MPL27160,628
NORTH CENTRAL CALIFORNIA,667067,WASHINGTON MUTUAL BANK RESEARCH,D3,H5207101168,257
SOUTHERN CALIFORNIA,667146,MAXIM PHARMACEUTICALS STE 400,D4,J4234900875,"2,526"
SOUTHERN CALIFORNIA,667146,MAXIM PHARMACEUTICALS STE 400,D5,H3621200074,"2,049"
SOUTHERN CALIFORNIA,667186,ASHWORTH INC ATTN:ACCTS PAYABLE,F1,UYS77493,106
OHIO VALLEY,667218,COHEN TODD KITE STANFORD,F1,UYS21539,90
SOUTHERN NEW ENGLAND,667219,DEEP RIVER VISITING NURSES,A2,NNS04330,0
WESTERN CANADA,667253,WORKLINK EMPLOYMENT SOC,D3,NQJ46722,0
SOUTHERN CALIFORNIA,667273,THE ATVANTAGE GROUP,F1,UYR54839,110
WESTERN CANADA,667279,DEP OF NATIONAL DEFENSE C SCOTR/BOR,F1,UKJ05486,0
WESTERN CANADA,667279,DEP OF NATIONAL DEFENSE C SCOTR/BOR,D3,A7699841172,0
SOUTHERN CALIFORNIA,667346,AHERN INTERNATIONAL INC ATTN ACCTS PAYABLE,D1,NJP13423,160
SOUTHERN CALIFORNIA,667359,UNIWEST MORTGAGE CORP ATTN:ACCTS PAYABLE,P1,2317209,116
OHIO VALLEY,667365,BETHESDA NORTH AMBULATORY SURGERY BILLING STE 205,F1,UYG06117,86
WESTERN CANADA,667375,VANCOUVER ISLAND HEALTH JUAN DE FUCA HOSPITAL,A2,8776090069,0
NORTHERN NEW ENGLAND,667383,COMM OF MASS DEPT OF MENTAL RETARDATION,D4,MPL15171,0
SOUTHERN NEW ENGLAND,667454,LABOR DEPT ST OF CT,A2,NKU16133,0
NORTH CENTRAL CALIFORNIA,667522,PETERS KAREN L BOOKKEEPIN & TAX SRV,F1,A3119102856,195
NORTHERN NEW ENGLAND,667523,CATHOLIC MEDICAL CENTER GREAT DAY PROGRAM,A1,NVH18682,53
OHIO VALLEY,667542,LM ANIMAL FARMS,F1,UYP04705,78
SOUTHERN NEW ENGLAND,667545,BEN HUGHES CABLE PREP INC,D3,NQG14520,549
OHIO VALLEY,667597,CINCINNATI METRO HOUSING,D3,NQG02439,239
NORTHERN NEW ENGLAND,667631,PORTLAND PIPELINE,A1,NVH23018,40
NORTHERN NEW ENGLAND,667631,PORTLAND PIPELINE,A1,NVH23038,40
UPSTATE NY,667645,GLOBAL CROSSING 3RD FL,D3,NQG22478,0
UPSTATE NY,667682,U S MARSHALLS OFFICE,F1,UFK16418,38
WESTERN CANADA,667827,CONVOY SUPPLY LTD,F1,UEW13072,0
SOUTHERN NEW ENGLAND,667952,WATSON WYATT,D6,H3710500242,"2,001"
OHIO VALLEY,667992,MCGINNIS INC,D1,H1790601717,144
SOUTHERN CALIFORNIA,668080,"WILSON, PETTY, KOSMO & TURNER LLP",F1,UYS14932,0
SOUTHERN NEW ENGLAND,668157,JOSEPH MERRITT CO,C2,NNC06246,826
NORTHERN NEW ENGLAND,668168,DYNAMICS RESEARCH CORP,D2,MPG16209,207
NORTHERN NEW ENGLAND,668168,DYNAMICS RESEARCH CORP,D2,MPG16211,207
NORTHERN NEW ENGLAND,668168,DYNAMICS RESEARCH CORP,D2,MPG16208,207
NORTHERN NEW ENGLAND,668168,DYNAMICS RESEARCH CORP,D2,MPG16212,207
NORTHERN NEW ENGLAND,668168,DYNAMICS RESEARCH CORP,D3,MPH11583,347
NORTHERN NEW ENGLAND,668168,DYNAMICS RESEARCH CORP,D3,MPH11593,347
NORTHERN NEW ENGLAND,668168,DYNAMICS RESEARCH CORP,D3,MPH11580,347
NORTHERN NEW ENGLAND,668168,DYNAMICS RESEARCH CORP,D3,NQG27609,387
SOUTHERN CALIFORNIA,668226,J DOUGLAS JENNINGS JR,D2,NPR13109,180
SOUTHERN CALIFORNIA,668226,J DOUGLAS JENNINGS JR,F1,UYS28139,52
SOUTHERN NEW ENGLAND,668247,SMITHFIELD DODGE,D2,H2500500602,292
SOUTHERN NEW ENGLAND,668247,SMITHFIELD DODGE,F1,UYJ07178,10
OHIO VALLEY,668344,WESTERN OHIO PIZZA ANN REDDISH,P4,11111,70
WESTERN CANADA,668503,BC CENTRAL CREDIT UNION,D4,NLE01576,0
WESTERN CANADA,668506,BC CENTRAL CREDIT UNION ELECTRONIC BILL PAYMENTS,D3,NQG01897,0
